0,0,0,-0.117647059,-0.313725501,-0.205882356,-0.583333313,-0.254901975,-0.79411763,-0.259803921,-1,0.063725494,-0.54411763,-0.367647052,-0.485294104,-0.333333343,-0.411764711,-0.200980395,-0.421568632,0.083333336,-0.328431368,-0.406862736,-0.274509817,-0.328431368,-0.24509804,-0.196078435,-0.264705896,0.073529415,-0.127450988,-0.397058815,-0.083333336,-0.313725501,-0.063725494,-0.176470593,-0.068627454,0.049019609,0.05882353,-0.333333343,0.088235296,-0.269607842,0.088235296,-0.142156869,0.083333336
0,0,0,-0.10958904,-0.305936068,-0.205479458,-0.593607306,-0.269406378,-0.808219194,-0.278538823,-1,-0.02739726,-0.602739751,-0.406392694,-0.543379009,-0.374429226,-0.447488576,-0.260273963,-0.447488576,-0.018264839,-0.410958916,-0.442922384,-0.356164396,-0.365296811,-0.292237431,-0.246575341,-0.296803653,-0.02739726,-0.232876718,-0.424657524,-0.187214613,-0.351598173,-0.146118715,-0.232876718,-0.155251145,-0.045662101,-0.063926943,-0.369863003,-0.04109589,-0.315068483,-0.018264839,-0.200913236,-0.018264839
0,0,0,-0.129999995,-0.305000007,-0.245000005,-0.579999983,-0.314999998,-0.795000017,-0.305000007,-1,-0.07,-0.579999983,-0.465000004,-0.50999999,-0.435000002,-0.419999987,-0.314999998,-0.425000012,-0.050000001,-0.375,-0.5,-0.300000012,-0.435000002,-0.25,-0.310000002,-0.264999986,-0.055,-0.185000002,-0.485000014,-0.119999997,-0.409999996,-0.094999999,-0.284999996,-0.115000002,-0.075000003,-0.015,-0.419999987,0.029999999,-0.36500001,0.039999999,-0.245000005,0.029999999
0,0,0,-0.119170986,-0.290155441,-0.264248699,-0.575129509,-0.362694293,-0.792746127,-0.357512951,-1,-0.119170986,-0.518134713,-0.523316085,-0.455958545,-0.481865287,-0.383419693,-0.362694293,-0.388601035,-0.088082902,-0.300518125,-0.55440414,-0.248704657,-0.481865287,-0.212435231,-0.352331609,-0.227979273,-0.088082902,-0.103626944,-0.53367877,-0.056994818,-0.461139888,-0.046632126,-0.331606209,-0.062176164,-0.108808286,0.06735751,-0.471502602,0.082901552,-0.414507776,0.07772021,-0.290155441,0.062176164
0,0,0,-0.117948718,-0.27692309,-0.266666681,-0.56410259,-0.384615391,-0.789743602,-0.400000006,-1,-0.174358979,-0.517948747,-0.584615409,-0.456410259,-0.507692337,-0.389743596,-0.389743596,-0.405128211,-0.15384616,-0.317948729,-0.615384638,-0.261538476,-0.507692337,-0.225641027,-0.374358982,-0.241025642,-0.15384616,-0.13333334,-0.584615409,-0.102564104,-0.482051283,-0.07692308,-0.353846163,-0.092307694,-0.169230774,0.035897437,-0.512820542,0.041025642,-0.42564103,0.041025642,-0.302564114,0.030769231
0,0,0,-0.114130437,-0.288043469,-0.266304344,-0.576086938,-0.391304344,-0.793478251,-0.407608688,-1,-0.217391297,-0.505434811,-0.646739125,-0.434782594,-0.559782624,-0.380434781,-0.440217406,-0.402173907,-0.190217391,-0.298913032,-0.657608688,-0.217391297,-0.554347813,-0.211956516,-0.413043469,-0.233695656,-0.173913047,-0.108695649,-0.608695626,-0.054347824,-0.516304374,-0.059782609,-0.385869563,-0.081521742,-0.179347828,0.065217391,-0.532608688,0.092391305,-0.461956531,0.070652172,-0.347826093,0.038043477
0,0,0,-0.044943821,-0.258426964,-0.224719107,-0.578651667,-0.376404494,-0.797752798,-0.432584256,-1,-0.224719107,-0.528089881,-0.707865179,-0.483146071,-0.657303393,-0.404494375,-0.522471905,-0.393258423,-0.21348314,-0.314606756,-0.719101131,-0.269662917,-0.6179775,-0.230337083,-0.45505619,-0.23595506,-0.219101131,-0.11797753,-0.668539345,-0.112359554,-0.567415714,-0.078651689,-0.415730327,-0.078651689,-0.252808988,0.061797753,-0.601123571,0.033707865,-0.5,0.056179777,-0.359550565,0.067415729
0,0,0,-0.07272727,-0.309090912,-0.266666681,-0.606060624,-0.454545468,-0.793939412,-0.515151501,-1,-0.357575744,-0.539393961,-0.775757551,-0.454545468,-0.696969688,-0.418181807,-0.575757563,-0.436363637,-0.375757575,-0.327272713,-0.812121212,-0.24848485,-0.696969688,-0.236363634,-0.539393961,-0.26060605,-0.381818175,-0.127272725,-0.800000012,-0.078787878,-0.684848487,-0.078787878,-0.539393961,-0.109090909,-0.387878776,0.054545455,-0.696969688,0.07272727,-0.612121224,0.060606062,-0.4909091,0.036363635
0,0,0,-0.050632913,-0.291139245,-0.221518993,-0.601265848,-0.398734182,-0.797468364,-0.430379748,-1,-0.278481007,-0.544303775,-0.734177232,-0.474683553,-0.658227861,-0.436708868,-0.518987358,-0.449367076,-0.291139245,-0.322784811,-0.778481007,-0.259493679,-0.670886099,-0.24683544,-0.518987358,-0.265822798,-0.310126573,-0.120253168,-0.75316453,-0.082278483,-0.658227861,-0.075949363,-0.512658238,-0.101265825,-0.33544305,0.069620252,-0.66455698,0.094936706,-0.58227849,0.075949363,-0.455696195,0.050632913
0,0,0,-0.06666667,-0.353333324,-0.24666667,-0.620000005,-0.460000008,-0.800000012,-0.519999981,-1,-0.646666646,-0.486666679,-0.839999974,-0.373333335,-0.733333349,-0.319999993,-0.626666665,-0.319999993,-0.693333328,-0.286666662,-0.773333311,-0.180000007,-0.660000026,-0.146666661,-0.566666663,-0.166666672,-0.686666667,-0.086666666,-0.74000001,-0.033333335,-0.639999986,-0.006666667,-0.540000021,-0.02,-0.660000026,0.106666669,-0.720000029,0.140000001,-0.626666665,0.146666661,-0.533333361,0.13333334
